Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
3.573,7.1653,226.0704,270.9677,43.0108,25.1085,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.308,7.0002,253.3838,264.5161,44.9658,24.4242,Low,Normal,Low,Normal,Low,Normal,Polluted
4.423,6.9727,280.7217,249.4624,43.0108,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
3.997,6.8902,308.0189,253.7634,50.8309,24.4242,Abnormal,Normal,Normal,Normal,Normal,Normal,Polluted
4.713,6.8902,335.2753,264.5161,33.2356,24.131,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.558,6.8902,362.5806,1572.043,44.9658,24.2287,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.997,6.9177,389.8697,279.5699,50.8309,24.2287,Abnormal,Normal,Normal,Normal,Normal,Normal,Polluted
5.285,6.8902,116.5738,1552.688,54.741,23.349,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.799,6.9177,89.13,1288.172,41.0557,23.0557,Low,Normal,Low,High,Low,Normal,Polluted
5.403,6.8902,62.0039,984.9462,29.3255,22.3715,Low,Normal,Low,High,Low,Normal,Polluted
4.854,6.9177,34.7312,260.215,54.741,23.0557,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.943,7.1103,7.491,277.4193,44.9658,22.7625,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
4.308,7.1103,19.9039,509.6774,44.9658,24.0332,Low,Normal,Abnormal,High,Low,Normal,Polluted
4.854,7.0278,47.2988,1559.14,50.8309,23.5445,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
5.064,7.1653,74.7182,1561.29,44.9658,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.713,6.9452,102.056,1559.14,50.8309,24.522,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.713,7.1103,129.3695,1572.043,44.9658,24.522,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.308,7.0553,156.6748,537.6344,50.8309,24.8153,Low,Normal,Low,High,Normal,Normal,Polluted
4.661,6.8902,184.0127,253.7634,50.8309,24.7175,Low,Normal,Low,Normal,Normal,Normal,Polluted
3.758,6.8902,211.3832,1593.548,50.8309,25.0108,Abnormal,Normal,Low,Abnormal,Normal,Normal,Polluted
4.139,6.9177,238.7129,270.9677,50.8309,25.2063,Low,Normal,Low,Normal,Normal,Normal,Polluted
3.954,7.1103,265.9938,270.9677,50.8309,25.304,Abnormal,Normal,Low,Normal,Normal,Normal,Polluted
4.256,7.0002,293.3398,1561.29,44.9658,24.522,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.308,6.8902,320.6533,277.4193,44.9658,24.131,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.308,7.1653,347.9912,270.9677,43.0108,24.0332,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.153,6.9452,375.2477,1572.043,54.741,24.6198,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.153,6.9177,402.4959,1567.742,50.8309,24.4242,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.558,6.9177,104.0779,238.7097,41.0557,24.131,Low,Normal,Low,Normal,Low,Normal,Polluted
4.367,6.8627,76.683,277.4193,54.741,23.74,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.854,6.8902,49.231,1574.193,46.9208,23.1535,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.743,6.9177,22.1049,1574.193,50.8309,23.0557,Low,Normal,Abnormal,Abnormal,Normal,Normal,Polluted
5.668,6.9452,5.2004,1567.742,29.3255,21.8827,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
5.668,6.8627,32.6116,270.9677,41.0557,21.9805,Low,Normal,Low,Normal,Low,Normal,Polluted
4.943,6.8902,59.868,270.9677,46.9208,22.6647,Low,Normal,Low,Normal,Low,Normal,Polluted
5.296,7.1103,87.1652,279.5699,46.9208,22.958,Low,Normal,Low,Normal,Low,Normal,Polluted
4.506,6.9452,114.5112,1572.043,43.0108,24.0332,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.755,6.9727,141.7188,1578.495,44.9658,24.3265,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.064,6.9452,169.1463,1576.344,46.9208,23.74,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.911,6.8902,196.4435,1593.548,29.3255,24.8153,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.909,6.9452,223.8791,270.9677,29.3255,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.454,6.8902,251.2252,1565.591,44.9658,24.6198,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.402,7.0278,278.6526,1561.29,41.0557,24.8153,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.35,6.9727,306.0068,1591.398,46.9208,24.3265,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.35,7.1653,333.2796,277.4193,44.9658,24.913,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.308,7.1653,360.6175,1559.14,46.9208,24.522,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.35,6.9177,387.9391,1556.989,29.3255,24.131,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
3.997,6.9177,118.5696,1234.409,33.2356,24.522,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.205,6.9727,91.2317,1109.677,46.9208,24.913,Low,Normal,Low,High,Low,Normal,Polluted
3.573,6.8902,63.9264,251.6129,44.9658,25.1085,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.256,6.8902,36.6048,268.8172,41.0557,24.7175,Low,Normal,Low,Normal,Low,Normal,Polluted
4.049,6.8627,9.275,389.2473,44.9658,24.4242,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
3.475,6.9177,18.0466,1576.344,46.9208,25.4018,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.573,6.8902,45.4415,270.9677,46.9208,25.304,Abnormal,Normal,Low,Normal,Low,Normal,Polluted
4.051,6.9177,72.6409,1565.591,44.9658,25.5973,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.905,6.9177,99.9462,1565.591,43.0108,25.304,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.049,7.1378,127.2515,258.0645,33.2356,24.6198,Low,Normal,Low,Normal,Low,Normal,Polluted
4.002,6.8902,154.5161,870.9678,41.0557,25.1085,Low,Normal,Low,High,Low,Normal,Polluted
4.308,6.8902,181.7237,1356.989,50.8309,24.4242,Low,Normal,Low,High,Normal,Normal,Polluted
4.312,7.0002,208.9964,1572.043,50.8309,23.9355,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
3.696,7.0553,236.2773,245.1613,50.8309,24.4242,Abnormal,Normal,Low,Normal,Normal,Normal,Polluted
4.854,6.8902,263.5745,286.0215,44.9658,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.558,6.9452,290.9124,1574.193,46.9208,24.2287,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.743,6.9177,318.1769,1610.753,50.8309,23.74,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
5.521,6.9177,345.2216,238.7097,41.0557,22.176,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
5.462,6.8902,372.5513,238.7097,41.0557,22.0782,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
5.296,6.8902,399.8648,819.3549,44.9658,22.176,Low,Normal,Normal,High,Low,Normal,Unpolluted
5.289,6.9177,106.6276,1572.043,50.8309,21.9805,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.146,6.9727,79.306,1593.548,50.8309,23.5445,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
5.064,6.8627,52.0984,1376.344,41.0557,23.9355,Low,Normal,Low,High,Low,Normal,Polluted
5.02,6.9727,24.7768,1554.839,50.8309,23.6422,Low,Normal,Abnormal,Abnormal,Normal,Normal,Polluted
4.661,6.9177,2.5692,1582.796,50.8309,24.0332,Low,Normal,Abnormal,Abnormal,Normal,Normal,Polluted
5.064,6.8627,29.7687,268.8172,44.9658,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
4.454,6.9452,57.1066,251.6129,54.741,24.6198,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.558,7.0278,84.4119,260.215,44.9658,24.913,Low,Normal,Low,Normal,Low,Normal,Polluted
4.402,6.8902,111.8149,1552.688,43.0108,24.8153,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.856,6.9452,139.1773,1563.441,29.3255,25.0108,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.402,6.8902,166.5152,1103.226,50.8309,24.6198,Low,Normal,Low,High,Normal,Normal,Polluted
4.713,7.0553,193.8938,270.9677,50.8309,24.522,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.743,7.0553,221.248,281.7204,50.8309,23.74,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.402,6.8902,248.5777,264.5161,29.3255,24.131,Low,Normal,Low,Normal,Low,Normal,Polluted
4.854,6.9177,275.8504,1580.645,41.0557,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.367,6.9452,303.0743,275.2688,43.0108,23.6422,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
5.403,6.8902,330.3552,283.871,50.8309,22.958,Low,Normal,Normal,Normal,Normal,Normal,Unpolluted
5.064,7.1653,357.7175,260.215,41.0557,23.5445,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.713,6.9177,384.9413,1569.892,44.9658,24.0332,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.589,6.8902,121.6569,722.5806,43.0108,23.8377,Low,Normal,Low,High,Low,Normal,Polluted
4.367,7.1378,94.2294,1372.043,44.9658,23.9355,Low,Normal,Low,High,Low,Normal,Polluted
4.965,6.8077,67.1848,290.3226,44.9658,23.4467,Low,Normal,Low,Normal,Low,Normal,Polluted
5.064,6.9177,39.7573,238.7097,44.9658,23.349,Low,Normal,Low,Normal,Low,Normal,Polluted
4.854,6.9177,12.5008,675.2688,50.8309,23.1535,Low,Normal,Abnormal,High,Normal,Normal,Polluted
5.403,7.0278,14.8452,251.6129,44.9658,22.567,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
5.781,6.9452,42.1505,273.1183,50.8309,21.1984,Low,Normal,Low,Normal,Normal,Normal,Polluted
5.668,6.8902,69.464,277.4193,44.9658,21.3939,Low,Normal,Low,Normal,Low,Normal,Polluted
5.179,6.8902,96.7612,1567.742,46.9208,22.6647,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.23,6.9177,124.0583,552.6882,44.9658,23.2512,Low,Normal,Low,High,Low,Normal,Polluted
4.589,6.9177,151.4614,279.5699,29.3255,23.2512,Low,Normal,Low,Normal,Low,Normal,Polluted
5.285,6.9177,178.7504,277.4193,44.9658,23.8377,Low,Normal,Low,Normal,Low,Normal,Polluted
4.859,7.0278,206.0639,1559.14,50.8309,24.0332,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.661,6.8902,233.4669,1548.387,41.0557,24.131,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.101,7.1653,260.7152,243.0108,44.9658,24.913,Low,Normal,Low,Normal,Low,Normal,Polluted
4.558,7.1653,288.102,1544.086,44.9658,24.7175,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.758,7.1653,315.391,270.9677,50.8309,25.1085,Abnormal,Normal,Normal,Normal,Normal,Normal,Polluted
3.8,6.9177,342.7941,1591.398,33.2356,24.8153,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.051,7.1653,370.0912,1576.344,50.8309,25.4018,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.308,7.1653,397.364,262.3656,33.2356,24.8153,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.256,6.9452,109.218,1554.839,54.741,24.131,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
3.644,7.0278,81.8801,262.3656,50.8309,24.3265,Abnormal,Normal,Low,Normal,Normal,Normal,Polluted
3.893,6.9727,54.5585,1161.29,50.8309,24.4242,Abnormal,Normal,Low,High,Normal,Normal,Polluted
4.854,6.9452,27.2369,262.3656,25.4155,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.257,7.1653,0.1417,1066.667,50.8309,23.8377,Low,Normal,Abnormal,High,Normal,Normal,Polluted
4.633,6.8902,27.4633,270.9677,46.9208,23.2512,Low,Normal,Low,Normal,Low,Normal,Polluted
4.854,6.9452,54.6709,1559.14,50.8309,23.0557,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
5.296,6.9177,81.9844,858.0646,56.696,22.4692,Low,Normal,Low,High,Normal,Normal,Polluted
5.296,6.9177,109.3467,1578.495,41.0557,22.7625,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.854,6.9727,136.7579,1567.742,50.8309,23.1535,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
5.403,6.9177,164.0795,572.043,50.8309,22.8602,Low,Normal,Low,High,Normal,Normal,Polluted
4.478,6.9727,191.45,1531.183,43.0108,23.4467,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.061,6.9177,218.796,273.1183,46.9208,22.6647,Low,Normal,Low,Normal,Low,Normal,Polluted
5.355,6.9452,246.1339,1561.29,41.0557,22.176,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.061,7.1653,273.4311,1012.903,41.0557,22.4692,Low,Normal,Low,High,Low,Normal,Polluted
4.718,7.0553,300.7364,279.5699,50.8309,22.7625,Low,Normal,Normal,Normal,Normal,Normal,Unpolluted
4.257,6.9727,328.058,440.8602,44.9658,23.349,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.997,7.0278,355.2982,277.4193,54.741,24.0332,Abnormal,Normal,Normal,Normal,Normal,Normal,Polluted
4.713,6.8902,382.579,980.6451,50.8309,24.4242,Low,Normal,Normal,High,Normal,Normal,Unpolluted
4.558,6.9177,123.9785,354.8387,54.741,24.131,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.205,6.9177,96.6814,1073.118,46.9208,24.913,Low,Normal,Low,High,Low,Normal,Polluted
4.205,6.9177,69.2375,726.8817,46.9208,24.6198,Low,Normal,Low,High,Low,Normal,Polluted
4.558,6.9452,41.8345,283.871,43.0108,24.6198,Low,Normal,Low,Normal,Low,Normal,Polluted
3.893,6.9177,14.4314,264.5161,33.2356,24.8153,Abnormal,Normal,Abnormal,Normal,Low,Normal,Polluted
4.35,6.9177,12.9065,1574.193,50.8309,24.131,Low,Normal,Abnormal,Abnormal,Normal,Normal,Polluted
4.633,7.1103,40.1792,270.9677,50.8309,23.5445,Low,Normal,Low,Normal,Normal,Normal,Polluted
3.893,6.9177,67.4845,554.8387,33.2356,24.2287,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.688,6.9452,94.8143,262.3656,50.8309,23.8377,Low,Normal,Low,Normal,Normal,Normal,Polluted
3.893,7.2203,122.1603,1552.688,54.741,24.4242,Abnormal,Normal,Low,Abnormal,Normal,Normal,Polluted
4.965,7.1653,149.4493,253.7634,50.8309,23.6422,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.854,6.9177,176.8361,470.9677,50.8309,23.8377,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.367,6.8902,204.0437,1251.613,43.0108,23.4467,Low,Normal,Low,High,Low,Normal,Polluted
5.119,6.8902,231.4141,279.5699,29.3255,23.4467,Low,Normal,Low,Normal,Low,Normal,Polluted
5.175,6.8902,258.5647,283.871,46.9208,23.6422,Low,Normal,Low,Normal,Low,Normal,Polluted
5.064,6.8902,285.7397,1576.344,33.2356,23.9355,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.462,6.9727,313.2649,1043.011,33.2356,22.7625,Low,Normal,Normal,High,Low,Normal,Unpolluted
4.743,6.8902,340.6435,1556.989,33.2356,23.349,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.965,6.9177,367.9081,1552.688,54.741,23.0557,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.965,6.9727,395.2134,1133.333,41.0557,23.2512,Low,Normal,Normal,High,Low,Normal,Unpolluted
4.402,7.2203,111.3033,565.5914,54.741,24.2287,Low,Normal,Low,High,Normal,Normal,Polluted
4.854,6.8902,84.1202,275.2688,43.0108,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.506,6.8902,56.7335,1561.29,44.9658,24.0332,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.064,6.8902,29.3141,1587.097,33.2356,23.1535,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.23,6.9177,2.245,1589.247,50.8309,23.6422,Low,Normal,Abnormal,Abnormal,Normal,Normal,Polluted
6.097,6.8902,25.1173,1184.946,44.9658,21.9805,Low,Normal,Low,High,Low,Normal,Polluted
6.034,7.0278,52.4959,283.871,50.8309,21.9805,Low,Normal,Low,Normal,Normal,Normal,Polluted
5.541,7.1103,79.8583,270.9677,46.9208,21.5894,Low,Normal,Low,Normal,Low,Normal,Polluted
5.002,6.9177,107.2043,275.2688,50.8309,22.176,Low,Normal,Low,Normal,Normal,Normal,Polluted
5.179,6.9727,134.6155,1569.892,44.9658,22.6647,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.396,6.9727,161.9778,1552.688,41.0557,23.2512,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.23,6.9177,189.2832,1597.849,50.8309,23.5445,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.454,6.9177,216.5559,1559.14,46.9208,24.3265,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.997,6.9727,243.8368,591.3979,46.9208,24.6198,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.35,7.1653,271.2154,1578.495,44.9658,24.3265,Low,Normal,Low,Abnormal,Low,Normal,Polluted
3.945,7.1653,298.3415,1602.151,50.8309,24.913,Abnormal,Normal,Low,Abnormal,Normal,Normal,Polluted
3.573,6.8902,325.6305,283.871,43.0108,25.2063,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.524,6.9452,352.8462,238.7097,44.9658,25.2063,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.71,7.1103,380.1597,1548.387,33.2356,25.0108,Abnormal,Normal,Normal,Abnormal,Low,Normal,Polluted
4.35,6.8902,126.3979,666.6667,46.9208,24.131,Low,Normal,Low,High,Low,Normal,Polluted
3.997,6.9177,99.0844,1556.989,29.3255,24.6198,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.423,6.9452,71.7302,258.0645,33.2356,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
4.423,6.9177,44.3923,1552.688,33.2356,23.74,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.454,6.9177,17.1685,1589.247,43.0108,24.7175,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.558,6.9452,10.1613,892.4731,44.9658,24.8153,Low,Normal,Abnormal,High,Low,Normal,Polluted
4.661,6.9177,37.4503,270.9677,43.0108,24.131,Low,Normal,Low,Normal,Low,Normal,Polluted
4.854,7.0553,64.7638,1572.043,54.741,23.9355,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.402,6.8902,92.1505,270.9677,46.9208,24.522,Low,Normal,Low,Normal,Low,Normal,Polluted
4.35,6.9177,119.4396,270.9677,50.8309,24.522,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.402,6.9177,146.7775,475.2688,46.9208,24.522,Low,Normal,Low,Normal,Low,Normal,Polluted
3.758,6.9177,174.0746,1587.097,43.0108,25.5973,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.09,6.9452,201.4288,238.7097,44.9658,25.0108,Low,Normal,Low,Normal,Low,Normal,Polluted
4.051,7.2203,228.7585,260.215,41.0557,25.2063,Low,Normal,Low,Normal,Low,Normal,Polluted
4.308,7.1653,256.1046,1591.398,50.8309,24.913,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
4.256,6.9177,283.4506,1156.989,29.3255,24.522,Low,Normal,Low,High,Low,Normal,Polluted
4.35,6.9727,310.8293,245.1613,25.4155,24.131,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.153,7.0278,338.0775,1589.247,43.0108,24.8153,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.308,6.9177,365.334,234.4086,41.0557,24.6198,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.367,7.0278,392.6067,1561.29,43.0108,23.6422,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.367,6.9177,113.9019,273.1183,29.3255,23.1535,Low,Normal,Low,Normal,Low,Normal,Polluted
5.296,7.2203,86.6373,1552.688,44.9658,22.176,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.605,6.9452,59.2913,1094.624,50.8309,21.785,Low,Normal,Low,High,Normal,Normal,Polluted
5.668,6.9177,32.0104,1408.602,50.8309,21.2962,Low,Normal,Low,High,Normal,Normal,Polluted
5.179,6.9727,4.6563,303.2258,54.741,22.567,Low,Normal,Abnormal,Normal,Normal,Normal,Polluted
5.462,6.9452,22.6898,675.2688,50.8309,22.8602,Low,Normal,Abnormal,High,Normal,Normal,Polluted
4.799,7.0278,49.9951,1584.946,46.9208,23.5445,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.854,7.2203,77.3412,251.6129,54.741,23.8377,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.609,7.1378,104.622,1578.495,54.741,24.4242,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
5.285,7.2203,131.9599,481.7204,44.9658,23.9355,Low,Normal,Low,Normal,Low,Normal,Polluted
4.755,6.9177,159.2571,346.2365,41.0557,24.0332,Low,Normal,Low,Normal,Low,Normal,Polluted
4.713,7.0553,186.6439,1559.14,46.9208,24.6198,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.188,6.8902,213.827,286.0215,50.8309,25.0108,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.661,6.9727,241.0671,1552.688,33.2356,24.522,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.35,6.9727,268.3235,1120.43,46.9208,24.7175,Low,Normal,Low,High,Low,Normal,Polluted
3.945,6.9177,295.5555,873.1183,50.8309,24.913,Abnormal,Normal,Low,High,Normal,Normal,Polluted
4.308,6.8902,322.8283,1587.097,44.9658,24.8153,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.633,7.1378,350.158,251.6129,41.0557,23.74,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.688,6.8902,377.4389,275.2688,43.0108,23.74,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.854,6.9727,404.7442,1589.247,50.8309,23.6422,Low,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.743,6.9727,101.74,819.3549,41.0557,23.349,Low,Normal,Low,High,Low,Normal,Polluted
4.743,7.1378,74.2962,270.9677,43.0108,23.4467,Low,Normal,Low,Normal,Low,Normal,Polluted
5.58,6.9177,47.219,1580.645,43.0108,22.958,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.743,6.8902,19.987,283.871,43.0108,23.8377,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
4.743,6.8902,7.4405,253.7634,43.0108,23.2512,Low,Normal,Abnormal,Normal,Low,Normal,Polluted
4.743,6.9177,34.7377,1580.645,41.0557,23.2512,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.895,6.9177,62.0756,569.8925,41.0557,22.958,Low,Normal,Low,High,Low,Normal,Polluted
5.061,6.9177,89.4705,1563.441,33.2356,22.176,Low,Normal,Low,Abnormal,Low,Normal,Polluted
5.478,6.9177,116.8166,361.2903,33.2356,21.8827,Low,Normal,Low,Normal,Low,Normal,Polluted
5.541,6.9177,144.1382,1275.269,50.8309,21.785,Low,Normal,Low,High,Normal,Normal,Polluted
4.895,7.1103,171.3864,270.9677,50.8309,22.3715,Low,Normal,Low,Normal,Normal,Normal,Polluted
5.403,6.8902,198.7569,279.5699,46.9208,22.3715,Low,Normal,Low,Normal,Low,Normal,Polluted
5.23,6.9727,226.0948,1380.645,44.9658,23.2512,Low,Normal,Low,High,Low,Normal,Polluted
4.205,7.0002,253.3838,234.4086,41.0557,24.0332,Low,Normal,Low,Normal,Low,Normal,Polluted
5.02,6.9727,280.738,1561.29,41.0557,23.74,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.609,6.9452,308.0515,643.0108,33.2356,24.8153,Low,Normal,Normal,High,Low,Normal,Unpolluted
4.558,7.2203,335.3323,277.4193,54.741,24.7175,Low,Normal,Normal,Normal,Normal,Normal,Unpolluted
4.402,6.9177,362.7273,264.5161,25.4155,24.6198,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
4.286,6.8902,390.0326,1587.097,46.9208,25.304,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.558,7.0278,116.4353,1563.441,33.2356,24.2287,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.713,6.9452,89.1463,1572.043,50.8309,24.522,Low,Normal,Low,Abnormal,Normal,Normal,Polluted
3.997,7.1103,61.8165,610.7527,54.741,24.522,Abnormal,Normal,Low,High,Normal,Normal,Polluted
3.936,6.9727,34.4461,1567.742,29.3255,23.74,Abnormal,Normal,Low,Abnormal,Low,Normal,Polluted
4.308,6.9727,7.1408,1554.839,44.9658,24.0332,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
3.893,6.9177,20.1564,1593.548,29.3255,24.2287,Abnormal,Normal,Abnormal,Abnormal,Low,Normal,Polluted
4.688,7.1653,47.4943,434.4086,50.8309,23.74,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.205,6.9727,74.7915,1565.591,44.9658,24.6198,Low,Normal,Low,Abnormal,Low,Normal,Polluted
4.965,7.0278,102.1294,264.5161,41.0557,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
4.755,6.8902,129.4347,283.871,33.2356,24.131,Low,Normal,Low,Normal,Low,Normal,Polluted
5.064,6.9177,156.7644,270.9677,50.8309,23.5445,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.911,6.9727,184.029,270.9677,50.8309,24.4242,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.807,6.9177,211.3832,266.6667,43.0108,24.522,Low,Normal,Low,Normal,Low,Normal,Polluted
4.713,7.1103,238.6315,262.3656,50.8309,24.8153,Low,Normal,Low,Normal,Normal,Normal,Polluted
4.558,6.9177,265.9857,283.871,44.9658,24.3265,Low,Normal,Low,Normal,Low,Normal,Polluted
4.139,6.9452,293.348,290.3226,43.0108,25.0108,Low,Normal,Low,Normal,Low,Normal,Polluted
4.35,7.2203,320.7103,283.871,46.9208,24.913,Low,Normal,Normal,Normal,Low,Normal,Unpolluted
3.661,6.8902,348.0401,251.6129,44.9658,25.2063,Abnormal,Normal,Normal,Normal,Low,Normal,Polluted
3.758,6.9177,375.2639,1587.097,54.741,25.4018,Abnormal,Normal,Normal,Abnormal,Normal,Normal,Polluted
4.35,6.9727,402.6018,1572.043,44.9658,24.3265,Low,Normal,Normal,Abnormal,Low,Normal,Polluted
4.101,7.0002,103.9638,277.4193,44.9658,24.4242,Low,Normal,Low,Normal,Low,Normal,Polluted
4.633,6.8902,76.6992,243.0108,33.2356,23.74,Low,Normal,Low,Normal,Low,Normal,Polluted
3.8,6.9727,49.3614,653.7635,43.0108,24.0332,Abnormal,Normal,Low,High,Low,Normal,Polluted
4.146,7.1103,22.0886,1565.591,46.9208,23.4467,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
5.668,6.9727,5.2493,1563.441,43.0108,21.8827,Low,Normal,Abnormal,Abnormal,Low,Normal,Polluted
